,url,headline,date,full Text
0,https://www.straitstimes.com/singapore/courts-crime/5-year-old-died-from-scald-injury-cage-could-have-caused-some-injuries,5-year-old died from scald injury; cage could have caused some injuries: Forensic pathologist,3 hours ago,"5-year-old died from scald injury; cage could have caused some injuries: Forensic pathologist - SINGAPORE - Lacerations on the face and scalp of a five-year-old boy who was Dr Chan Shijia, who had examined the cage measuring 91cm long, 58cm wide and 70cm tall, said it was possible for someone who was confined inside to get scratched by the metallic bars while moving about. She was testifying on the second day of the trial of Azlin Arujunah and Ridzuan Mega Abdul Rahman, both 27, who are charged with murder with common intention to inflict severe scald injuries on their son. They each also face other charges relating to abusive acts, including pinching him with a pair of pliers, hitting him with a broom and confining him in a pet cage. In her autopsy report, Dr Chan wrote that she found that the boy had died due to severe scald injury. Partial-thickness burns, also known as second-degree burns, covered 75 per cent of his body, said Dr Chan. Such burns are ""very painful"" and ""go down to the blood vessels of the skin"", she told the court. As pictures of the boy's body, with patches of raw-looking skin, were shown on a screen, a stony-faced Azlin looked elsewhere, while Ridzuan bent forward and kept his head down. Dr Chan also elaborated on other injuries the boy suffered, such as wounds over his face and scalp, the fracture of his nasal bones, and bruising on his limbs and scalp. The soft tissue between the boy's lips and gums was torn, which she said would have been caused by a fall or punch of ""a considerable amount of force"". The pathologist said the injuries to the boy's head and face contributed to his death, as the bleeding affected his body's ability to fight the scald injury. Explaining how scald injury could lead to death, Dr Chan said that the loss of skin causes the body to lose fluid, and blood pressure to drop. This affects heart function and makes it harder for the victim to breathe. Infection also sets in, she said. ""It's a multi-organ involvement that leads to death."" In the week leading to his death on Oct 23, 2016, the boy was scalded with hot water on least four occasions by either Azlin, Ridzuan or both of them. Between Oct 15 and 17, Azlin grabbed the boy by the ankle and poured hot water over him repeatedly. Between Oct 17 and 19, both parents splashed cups of hot water on the boy. On Oct 21, Azlin chased the boy around the living room and threw cups of hot water at him. Ridzuan splashed hot water at the boy again the next day. Cross-examining Dr Chan on Wednesday, the respective lawyers acting for Azlin and Ridzuan sought to cast doubts that their clients were responsible for the fatal injury. Azlin's lawyer, Mr Terence Tan, questioned if the boy would be able to run around the living room if the earlier burns had been severe. Dr Chan replied that the boy was running ""for his life"" and that people have been known to run after being stabbed. Ridzuan's lawyer, Mr Eugene Thuraisingam, noted that there were four incidents of scalding. He contended that it was not possible to tell which injury was the fatal one. He also suggested that the boy was suffering from pneumonia, which increased his risk of mortality . Questioned by Deputy Public Prosecutor Tan Wen Hsien, Dr Chan said there were no definitive signs of pneumonia when she examined his lungs. A week after the autopsy, a study of the boy's cells showed pneumonia, but she said it was ""patchy"" and ""minimal"", and did not cause his death. The trial continues. "
1,https://www.straitstimes.com/singapore/courts-crime/muay-thai-instructor-allegedly-sexually-assaults-woman-after-free-trial-class,Muay thai instructor in court for allegedly sexually assaulting woman after free trial class,4 hours ago,"Muay thai instructor in court for allegedly sexually assaulting woman after free trial class - SINGAPORE - A muay thai instructor is accused of sexually assaulting a woman whom he was ""massaging"" after she attended a trial class at the gym he co-founded. On the pretext of offering the 33-year-old woman a free ""Thai massage"", Tan Wai Luen got her to strip to her underwear and lie on a massage table, where he sexually assaulted her, prosecution told a district court on Wednesday (Nov 13), at the close of Tan's trial. Tan, 30, faces one charge of sexual assault by penetration. He has flatly denied sexually assaulting the woman throughout the trial. The woman, who cannot be named to protect her identity, had earlier testified to attending a free trial class at Encore Muay Thai on Oct 1, 2016, after she saw an advertisement on Facebook. Tan was the instructor for her class, which was attended by three other women whom she did not know. The woman was left alone with Tan after the class when the other three left, and he sat her down to discuss gym packages, said Deputy Public Prosecutor (DPP) Kavita Uthrapathy in her closing submissions. But at some point during the discussion, Tan offered the victim a massage, and told her that he was the only one trained to do massages there, said DPP Kavita. The woman accepted. While he was massaging her inner thigh area, Tan sexually assaulted her, the DPP added. ""(He) took it out immediately when she turned around to look at him and shouted 'oi'. The accused did not apologise or say anything to her,"" said DPP Kavita. The massage then continued for about 10 minutes, and the woman left the gym thereafter. She realised the gym's main door was locked from the inside, so people would be prevented from entering the premises, and ""it dawned upon her that the entire ordeal was premeditated"", said DPP Kavita. The woman contacted another co-founder of the gym the next day about the incident, and the latter lodged a police report. Tan conceded at the start of the trial to accidentally touching the woman's genitals during the massage, the prosecutor said. He later went back on this and said ""it was impossible"" that he had touched her there at all, as he had ""stopped performing the massage on her at her lower thigh area"". DPP Kavita said: ""At the crux of the matter are the starkly opposing versions of events presented by the victim and the accused."" Both did not know each other prior to the incident, and there is no motive for the victim to make false allegations, she said. ""Set against this backdrop, the prosecution submits that the victim's evidence is reliable, unusually convincing and ought to be accorded due weight,"" said DPP Kavita. ""On the contrary, the accused's testimony is incredible, self-serving and rife with material inconsistencies."" The verdict of the trial is expected to be out next year. "
2,https://www.straitstimes.com/singapore/courts-crime/e-scooter-pillion-hurt-in-collision-with-car-rider-pleads-guilty-to-causing,E-scooter pillion rider hurt in collision with car; rider pleads guilty to causing hurt by rash act,5 hours ago,"E-scooter pillion rider hurt in collision with car; rider pleads guilty to causing hurt by rash act - SINGAPORE - A 19-year-old rode in the middle of a road while ferrying a friend on his e-scooter, but failed to keep a proper look out and collided into a car that was attempting an illegal U-turn. Both riders fell, with the pillion rider injuring his right knee, chest and left forearm. E-scooter rider Benjamin Neo Song Ya pleaded guilty in a district court on Wednesday (Nov 13) to one charge of causing hurt by a rash act. The car driver was given a stern warning for the illegal U-turn. The court heard that Neo was riding his e-scooter along Bedok North Street 2 at about 11.45pm on June 12 last year when he met with the accident. Neo was heading towards the entrance of a carpark, with Mr Gareth Soh, 17, riding pillion. At this point, Mr Ng Bao Hui, 34, was driving in front of Neo and Mr Soh. The rear camera footage of Mr Ng's car showed that Neo had seen Mr Ng slowing down to make a turn at the entrance of the carpark, said Deputy Public Prosecutor (DPP) Tay Jingxi. Neo's e-scooter had no visible headlight, she added. ""The accused assumed that Ng was turning into the carpark entrance. The accused claims that he tried to slow down, but had problems with the e-scooter brake,"" said DPP Tay. But Mr Ng chose to make an illegal U-turn into the opposite direction of the road instead, she added. Neo failed to keep a proper lookout ahead and continued to proceed straight, colliding into the car's door as Mr Ng was executing the U-turn. ""The impact of the collision resulted in both the accused and the victim Gareth falling off the e-scooter,"" said DPP Tay. Both Neo and Mr Soh sought medical treatment for their injuries, she added. Mr Soh was given three days of medical leave for sustaining soft tissue injuries. Court documents do not state what Neo's injuries were. Mr Ng's car was dented with his right-side mirror ""ripped off"", said DPP Tay. Neo claimed that he sold the e-scooter after the accident. District Judge May Mesenas called for a probation pre-sentence report for Neo to assess his suitability for probation. Neo's sentencing will be heard in December. "
3,https://www.straitstimes.com/singapore/courts-crime/dentist-accused-of-forgery-and-making-false-claims-of-around-30000-from,"Dentist accused of forgery and making false claims of around $30,000 from Medisave",7 hours ago,"Dentist accused of forgery and making false claims of around $30,000 from Medisave - SINGAPORE - The dentist suspended and fined for letting a therapist fit braces on a patient is now contesting allegations that he forged documents and falsely claimed about $30,000 from Medisave. Sng Wee Hock, 46, faces 13 charges of cheating and 11 of forgery. Prosecutors told the court on the first day of the trial on Wednesday (Nov 13) that Sng made fraudulent Medisave claims between 2013 and 2014 for surgical procedures that he did not perform. Sng doctored photographs as ""proof"" of the procedures when the Health Ministry instigated an audit, said Deputy Public Prosecutors (DPP) Eugene Sng and Gerald Tan in opening submissions. He ran his own practice, WH Dental Surgeons, with branches in Punggol, Hougang and Seletar at the time of his alleged offences. Sng was the final decision-maker in the practice and in charge of submitting Medisave claims, said prosecutors. ""The charges against the accused arise in respect of his treatment of nine patients who had sought the surgical insertion of dental implants at WH Dental,"" said DPPs Sng and Tan. All nine were quoted a price of about $4,000 for each implant and many of them were told by Sng that the treatments were ""fully"" claimable with Medisave, said prosecutors. ""This is striking because the claim limits applicable for implant treatment were such that it was impossible for implants to be fully Medisave-claimable at the price charged by the accused,"" said the prosecution. Sng then allegedly made claims for two types of surgical treatment for all nine patients - a ""foreign body removal"" and ""autogenous bone grafts"". But Sng's patients did not recollect undergoing such procedures, said the prosecution, who said they will submit evidence to ""show that FBRs(foreign body removals) are very unusual procedures and that the prevalence of such treatment at WH Dental was striking"". Sng is also accused of lodging claims for implants that had already been inserted into his patients on prior occasions. In total, he claimed about $29,500 from Medisave through such methods. He doctored photographs to make it appear as though the surgical treatments had taken place, said prosecutors. In some instances, he added a ""single distinct white dot"" to purportedly show a ""foreign body"" prior to a procedure. There was also the ""augmentation of an image"" to make a tooth socket appear more distinct, purportedly to show a socket before the bone graft procedure. ""The accused's dishonest conduct was not isolated. Instead, it was a consistent course of conduct deliberately intended to subvert the rules on Medisave withdrawal limits and the Medisave audit process,"" said the prosecution. It was reported in June that Sng was suspended for four months and fined $18,000 for letting an oral health therapist fit braces on a patient and for not keeping proper notes. The trial will continue on Thursday (Nov 14). "
4,https://www.straitstimes.com/singapore/courts-crime/taxman-flexes-powers-of-arrest-for-first-time-to-nab-10-people-over-suspected,Taxman flexes new powers of arrest to nab 10 people over suspected illegal GST refund claims,8 hours ago,"Taxman flexes new powers of arrest to nab 10 people over suspected illegal GST refund claims - SINGAPORE - For the first time, the taxman exercised its new powers of arrest to nab 10 people for their suspected involvement as key members of a criminal syndicate, the Inland Revenue Authority of Singapore (Iras) said on Wednesday (Nov 13). The syndicate is believed to be involved in illegal goods and service tax (GST) refund claims. The tax authority acquired powers of arrest under the amended GST Act, which came into effect on Jan 1. The amendment allows Iras' authorised officers to arrest, without warrant, any person they believe is making, attempting to make, or involved in making illegal tax refunds. The taxman's officers can also arrest anyone who possesses goods seized for these tax frauds, or anyone who has made such fraudulent claims in connection with any refund he got. Iras said on Wednesday that it had conducted islandwide raids on criminal syndicates suspected of being involved in a type of illegal GST refund claim called GST carousel fraud. The raids were done from Oct 23 to 24, and Tuesday to Wednesday, on 36 business entities in 73 locations, including Kallang Pudding, Tampines and Choa Chu Kang. About 200 electronic devices and business records were seized in the operation and 41 people are currently assisting Iras investigations. Of these people, 10 were arrested. Cases of GST carousel fraud often involve multiple companies and businesses selling and exporting goods to each other without paying GST. But they would still claim the GST paid on the exported goods, which is effectively seeking a refund of the GST amount that the tax authority never received. Iras said that it takes a serious view of such fraud and will not hesitate to take stern enforcement actions against offenders. It warned that anyone who wilfully evades or assists any other person to evade GST faces a penalty of up to three times the amount of the tax evaded and a fine of up to $10,000, and/or a jail term of up to seven years. Mr Lawrence Eng, the assistant commissioner of Iras' investigation and forensics division,said tax evaders are becoming more sophisticated. ""Today, we deal with more syndicated groups whose members may have been involved in past criminal activities. Some suspects can be very uncooperative; they try to destroy paper documents or refuse to hand over evidence,"" said Mr Eng. ""With our new powers of arrest, our investigators can be more effective in bringing the perpetrators to justice."" "
5,https://www.straitstimes.com/singapore/courts-crime/judge-rejects-guilty-plea-of-alleged-sex-offender,Judge rejects guilty plea of alleged sex offender,"Nov 13, 2019, 5:00 am","Judge rejects guilty plea of alleged sex offender - A man who  This, after he disputed some details in a pre-sentence report which would determine if he is suitable for preventive detention, a prison regime which could see him jailed for up to 20 years. Among other denials, 54-year-old Isa Ahmad now claims that he did not rob a second female victim of her mobile phone. As a result of Isa disputing the details, Second Principal District Judge Victor Yeo rejected his earlier guilty plea and set aside his conviction. After the Singaporean pleaded guilty on Oct 23 to one count each of robbery and attempted aggravated rape, the court heard his past convictions, which involved multiple counts of robbery. For the offences, he was sentenced to eight years of corrective training and 12 strokes of the cane in June 1994. Corrective training is a prison regime for repeat offenders without the usual one-third remission for good behaviour. The maximum period is 14 years. After his release, Isa again committed robbery and was last sentenced in October 2002 to 14 years of preventive detention with the maximum 24 strokes of the cane. This prison regime is only for repeat offenders who are above 30 years old. He was finally released in 2016, but on March 12, 2017, he allegedly targeted the two women. According to court documents, he tried to rape the tourist that day, and later robbed a 48-year-old woman at the nearby Tang Plaza of her mobile phone. His pre-trial conference will take place next Tuesday. Offenders convicted of attempted aggravated rape can be jailed for up to 10 years and caned. Isa cannot be caned as he is over 50 years old. "
6,https://www.straitstimes.com/singapore/courts-crime/parents-on-trial-for-murder-abuse-of-son-aged-5,"Parents on trial for murder, abuse of son aged 5","Nov 13, 2019, 5:00 am","Parents on trial for murder, abuse of son aged 5 - In the months leading to his death in October 2016, a five-year-old boy was subjected to all kinds of alleged abuse, including being confined in a cage measuring 91cm long, 58cm wide and 70cm tall meant for the family's pet cat. The 1.05m-tall boy was also allegedly pinched with pliers on his thighs and buttocks, hit with various objects and scalded with hot water. These acts of physical and psychological abuse were allegedly inflicted by his own parents, from July 2016 until his death on Oct 23 that year. When the boy finally collapsed from his injuries that included severe burns across 70 per cent of his body, the married couple allegedly delayed sending him to the hospital for six hours. Azlin Arujunah and Ridzuan Mega Abdul Rahman, both 27, allegedly did this out of fear that they would get into trouble for child abuse. Deputy Public Prosecutors Tan Wen Hsien, Daphne Lim and Li Yihong said the couple blatantly disregarded the boy's welfare and his life. ""This is a murder as horrific as it is tragic,"" said the prosecution team in its opening statement yesterday in the High Court, on the first day of the trial. ""Leaving aside the physical abuse he suffered, one cannot imagine the pain and torment the deceased must have endured in the months leading up to his death. He was tortured to his death, and had no one to turn to,"" the team added. His parents each  The court heard that the boy was fostered out shortly after his birth to a close friend of Azlin's and lived with his foster family from around March 2011 until May 2015, when he was returned to the couple. From June 2016, he suffered abuse allegedly at the hands of his parents while living with them and his siblings in a one-room flat in Toa Payoh. The boy developed a limp as a result of a misaligned kneecap he suffered after his mother Azlin allegedly hit him repeatedly with a broom over biscuits she found scattered on the kitchen floor. Azlin pushed the boy hard, causing his head to hit the wall and blood to flow from his head because he refused to answer a question. Ridzuan then punched the boy in the face, causing him to bleed profusely from the nose. In the week leading up to his death - between Oct 15 and 22 that year - the boy was scalded with hot water on at least four occasions, causing him to suffer severe scald injury that led to his eventual death. The day before he died, the boy was hit on his head, hands and legs allegedly by Ridzuan, the father, using a broom, because he had refused to take off his shorts to have a shower. Ridzuan then allegedly threw several cups of hot water at his son's legs and body, causing the child to shout ""don't want, don't want"" in Malay. The prosecution team said the boy crouched over as Ridzuan poured hot water over his son's back and calf area, and the child fell forward onto the bathroom floor and stopped moving. Upon his admission to KK Women's and Children's Hospital, he was found to be in a critical condition with symptoms such as low body temperature and low blood pressure. He also had second-to third-degree burns, dehydration, acute kidney injury, multiple facial wounds and a broken nose, and demonstrated isolated speech delay. Associate Professor Loh Tsee Foong, a senior consultant at the hospital's Children's Intensive Care Unit, testified in court yesterday that the boy also had severe anaemia that was ""almost life threatening"", suggesting significant blood loss over a period of time. Prof Loh added that while he was told that the child had been playing with a kettle when it fell on him, he found the injuries to be ""very suspicious"". Despite the hospital's efforts to resuscitate him, the boy died about 14 hours later. Ridzuan was arrested on Oct 23, while Azlin was arrested on Oct 25. Psychiatric assessments of the couple during their remand found that they were both not of unsound mind at the time of the offences. The trial continues. "
7,https://www.straitstimes.com/singapore/courts-crime/i-gave-incriminating-statement-to-avoid-court-case-says-accused-molester,"I gave incriminating statement to avoid court case, says accused molester","Nov 13, 2019, 5:00 am","I gave incriminating statement to avoid court case, says accused molester - A lawyer, who used to work for top law firm Drew and Napier, is accused of molesting his then-colleague once and insulting the woman's modesty on three separate occasions by acts such as snapping pictures of her underwear. He faces four charges in all and allegedly committed these offences at the Ocean Financial Centre in Collyer Quay in April and October 2017. He cannot be named owing to a gag order to protect the woman's identity. On the second day of the trial yesterday, the court heard that the lawyer, who is now working for another firm, gave a statement in November 2017 to investigation officer (IO) Thanabalan Kothandapani in which he admitted his alleged offences. This incriminating statement could potentially be submitted to the court as evidence against him. He is now contesting its admissibility, stating the IO had offered to close the case if he agreed to conditions that included admitting to the offences and apologising to the parties involved. When queried by District Judge Samuel Chua yesterday, the man said: ""First, there was a guarantee that by doing so, there would be no court proceedings. Second, to my mind, there was something like a settlement negotiation. People do apologise and admit to things which they didn't do in order to procure an amicable closure to matters."" The judge also asked the lawyer why he saw the need to give an apology to exculpate himself. He replied: ""(It's because) of the offer that the IO had given me - that the matter would not go to the AGC (Attorney-General's Chambers) if I did all these things. ""I simply wanted the matter to be closed so I could live my life."" He also said he wanted to avoid the ""whole process"" of going on trial, adding that if he faced charges, ""the matter would have appeared in major news outlets"" which would have affected his mother's health. The man, who is represented by defence lawyer Tan Hee Joek, did not give details about her condition in court yesterday. He is now out on bail of $15,000 and his pre-trial conference will be held on Nov 26. In a statement, Drew and Napier said it has a ""strict zero-tolerance policy"" towards misconduct of any nature. Its spokesman said: ""Our colleagues work hard to maintain a supportive and respectful work environment with an open-door policy. We are fully committed to ensuring that every single member of our firm feels safe, and that reported cases of misconduct, sexual or otherwise, are responded to swiftly. ""Appropriate steps were taken when the allegations came to light. As the matter is before the courts, we cannot comment further at this time."" "
8,https://www.straitstimes.com/singapore/courts-crime/judge-rejects-mans-guilty-plea-in-attempted-rape-case-after-he-disputes,Judge rejects man's guilty plea in attempted rape case after he disputes details in pre-sentence report,"Nov 12, 2019, 6:16 pm","Judge rejects man's guilty plea in attempted rape case after he disputes details in pre-sentence report - SINGAPORE - A man who  This, after he disputed some details in a pre-sentence report which would determine if he is suitable for preventive detention, a prison regime which could see him jailed for up to 20 years. Among other denials, the 54-year-old Isa Ahmad now claims he did not rob a second female victim of her mobile phone. As a result of Isa disputing the details, Second Principal District Judge Victor Yeo rejected his earlier guilty plea and set aside his conviction. After the Singaporean pleaded guilty on Oct 23 to one count each of robbery and attempted aggravated rape, the court heard his past convictions, which involved multiple counts of robbery. For the offences, he was sentenced to eight years' corrective training and 12 strokes of the cane in June 1994. Corrective training is a prison regime for repeat offenders without the usual one-third remission for good behaviour. The maximum period is 14 years. After his release, Isa again committed robbery and was last sentenced in October 2002 to 14 years of preventive detention with the maximum 24 strokes of the cane. This prison regime is only for repeat offenders who are above 30 years old. He was finally released in 2016 but on March 12, 2017, allegedly targeted the two women. According to court documents, he tried to rape the tourist that day and later, robbed a 48-year-old woman at the nearby Tang Plaza of her mobile phone. His pre-trial conference will take place on Nov 19. Offenders convicted of attempted aggravated rape can be jailed for up to 10 years and caned. Isa cannot be caned as he is over 50 years old. "
9,https://www.straitstimes.com/singapore/courts-crime/auxiliary-police-officer-jailed-nine-months-for-stealing-23000-from-atms,"Auxiliary police officer jailed nine months for stealing $23,000 meant for ATMs","Nov 12, 2019, 6:13 pm","Auxiliary police officer jailed nine months for stealing $23,000 meant for ATMs - SINGAPORE - Instead of safeguarding the monies meant for automated teller machines (ATMs), an auxiliary police officer stole $23,000, hiding most of the stash under his bed. Former Aetos Security Management employee Chai Chong Sien pilfered the monies on multiple occasions between March and June this year, while his colleagues were busy replenishing the cash in the ATMs. On Tuesday (Nov 12), the 34-year-old was sentenced to nine months' jail after he pleaded guilty to one count of criminal breach of trust. Chai was part of a three-man team charged with topping up the cash in ATMs belonging to DBS bank, Deputy Public Prosecutor (DPP) Thiam Jia Min told the court. He was commonly deployed as a driver in the team, and his two teammates were responsible for transporting cash cassettes to the ATMs. As the designated replenishment officer and guardsman, Chai's teammates were required to don body-worn cameras to ensure they did not steal cash while handling the cassettes. But Chai, as the driver, did not have to as he was not supposed to be handling the cash cassettes. According to Aetos' standard operating procedure, the designated replenishment officer has to call the command centre for a code to open the van's vault in which the cash cassettes are stored, said DPP Thiam. ""As this process was troublesome and time-consuming, a common practice on the ground was for the RO (replenishment officer) to pre-load multiple cash cassettes out of the vault onto the passenger seats of the van,"" she said. This meant that Chai, as the driver, was often left alone to ""safeguard"" the van and preloaded cash cassettes, while the other two were replenishing cash, she said. ""The accused would use some force to knock on the cassette shutter, which would then open and allow him access to the cash contained inside,"" said DPP Thiam. Chai's actions only came to light when DBS found a significant shortfall of cash in its ATMs, which ""prompted an internal investigation by Aetos"", she said. Chai spent $2,900 of the stolen monies to cover personal expenses. The police seized the remaining $20,100, which had been hidden under Chai's bed in his rented home. No restitution has been made for the sum spent. A spokesman for Aetos said Chai is no longer with the company, adding that Aetos has zero tolerance towards such acts of misconduct. ""We will also continue to strengthen all processes to ensure full compliance and security of the utmost standards,"" said the spokesman. For his crime, Chai could have been jailed up to 15 years and fined. "
